year, category a, category b, category c, value, axis, show on left-menu, description
1993,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1469.90452490494, ,,
1994,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1622.1224415995, ,,
1995,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1840.76370032444, ,,
1996,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1857.80689454603, ,,
1997,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1853.18433818726, ,,
1998,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1517.72351643052, ,,
1999,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1449.63237188338, ,,
2000,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1511.80006356808, ,,
2001,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1359.26752601757, ,,
2002,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1464.25064318129, ,,
2003,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1631.20954728422, ,,
2004,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1640.65522711934, ,,
2005,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1456.93140260807, ,,
2006,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1360.87086020682, ,,
2007,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1419.07039452622, ,,
2008,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1547.66581575371, ,,
2009,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1244.68589510311, ,,
2010,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1404.64357904745, ,,
2011,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1283.76465571982, ,,
2012,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1249.03904271936, ,,
2013,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1326.20609345476, ,,
2014,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1257.48726170649, ,,
2015,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1413.74155494866, ,,
2016,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1438.81049511893, ,,
2017,ENERGY,Other Transportation,"Off-Road Manufacturing, Mining & Construction",1574.02392193633, ,,
1990,ENERGY,Other Transportation,Off-Road Residential,35.1063577234373, ,,
1991,ENERGY,Other Transportation,Off-Road Residential,36.6609428720797, ,,
1992,ENERGY,Other Transportation,Off-Road Residential,37.8707015554305, ,,
1993,ENERGY,Other Transportation,Off-Road Residential,41.759900060765, ,,
1994,ENERGY,Other Transportation,Off-Road Residential,47.3222077668666, ,,
1995,ENERGY,Other Transportation,Off-Road Residential,56.4454301240616, ,,
1996,ENERGY,Other Transportation,Off-Road Residential,67.5280665879852, ,,
1997,ENERGY,Other Transportation,Off-Road Residential,79.2464642006569, ,,
1998,ENERGY,Other Transportation,Off-Road Residential,90.4733605843781, ,,
1999,ENERGY,Other Transportation,Off-Road Residential,101.225299889645, ,,
2000,ENERGY,Other Transportation,Off-Road Residential,109.664066372374, ,,
2001,ENERGY,Other Transportation,Off-Road Residential,129.293568049477, ,,
2002,ENERGY,Other Transportation,Off-Road Residential,146.429088726333, ,,
2003,ENERGY,Other Transportation,Off-Road Residential,163.520384263101, ,,
2004,ENERGY,Other Transportation,Off-Road Residential,185.192546562236, ,,
2005,ENERGY,Other Transportation,Off-Road Residential,182.916465173923, ,,
2006,ENERGY,Other Transportation,Off-Road Residential,171.677014164932, ,,
2007,ENERGY,Other Transportation,Off-Road Residential,167.06054131095, ,,
2008,ENERGY,Other Transportation,Off-Road Residential,154.818549776764, ,,
2009,ENERGY,Other Transportation,Off-Road Residential,148.832288304713, ,,
2010,ENERGY,Other Transportation,Off-Road Residential,149.59985275055, ,,
2011,ENERGY,Other Transportation,Off-Road Residential,157.237792521664, ,,
2012,ENERGY,Other Transportation,Off-Road Residential,156.612204903347, ,,
2013,ENERGY,Other Transportation,Off-Road Residential,153.671618321742, ,,
2014,ENERGY,Other Transportation,Off-Road Residential,164.507186925824, ,,
2015,ENERGY,Other Transportation,Off-Road Residential,169.411340836083, ,,
2016,ENERGY,Other Transportation,Off-Road Residential,145.305960170389, ,,
2017,ENERGY,Other Transportation,Off-Road Residential,135.126500684337, ,,
1990,ENERGY,Other Transportation,Off-Road Other Transportation,2048.346112312, ,,
1991,ENERGY,Other Transportation,Off-Road Other Transportation,2027.86560123421, ,,
1992,ENERGY,Other Transportation,Off-Road Other Transportation,2028.57942366553, ,,
1993,ENERGY,Other Transportation,Off-Road Other Transportation,2104.68132754323, ,,
1994,ENERGY,Other Transportation,Off-Road Other Transportation,2093.58921866746, ,,
1995,ENERGY,Other Transportation,Off-Road Other Transportation,2130.37875278355, ,,
1996,ENERGY,Other Transportation,Off-Road Other Transportation,2054.6160723691, ,,
1997,ENERGY,Other Transportation,Off-Road Other Transportation,1968.06715452801, ,,
1998,ENERGY,Other Transportation,Off-Road Other Transportation,1845.8947406461, ,,
1999,ENERGY,Other Transportation,Off-Road Other Transportation,1739.77786263034, ,,
2000,ENERGY,Other Transportation,Off-Road Other Transportation,1517.25985191285, ,,
2001,ENERGY,Other Transportation,Off-Road Other Transportation,1101.1042876788, ,,
2002,ENERGY,Other Transportation,Off-Road Other Transportation,1064.33366821343, ,,
2003,ENERGY,Other Transportation,Off-Road Other Transportation,1012.98111543537, ,,
2004,ENERGY,Other Transportation,Off-Road Other Transportation,1097.40027065761, ,,
2005,ENERGY,Other Transportation,Off-Road Other Transportation,866.64814119565, ,,
2006,ENERGY,Other Transportation,Off-Road Other Transportation,809.241818711023, ,,
2007,ENERGY,Other Transportation,Off-Road Other Transportation,784.684573991491, ,,
2008,ENERGY,Other Transportation,Off-Road Other Transportation,747.838538972184, ,,
2009,ENERGY,Other Transportation,Off-Road Other Transportation,723.77065004615, ,,
2010,ENERGY,Other Transportation,Off-Road Other Transportation,744.691122055964, ,,
2011,ENERGY,Other Transportation,Off-Road Other Transportation,494.951152271328, ,,
2012,ENERGY,Other Transportation,Off-Road Other Transportation,504.569145100291, ,,
2013,ENERGY,Other Transportation,Off-Road Other Transportation,514.316762180798, ,,
2014,ENERGY,Other Transportation,Off-Road Other Transportation,561.303925164669, ,,
2015,ENERGY,Other Transportation,Off-Road Other Transportation,607.75089025134, ,,
2016,ENERGY,Other Transportation,Off-Road Other Transportation,634.39055188123, ,,
2017,ENERGY,Other Transportation,Off-Road Other Transportation,624.844295763912, ,,
1990,ENERGY,Other Transportation,Pipeline Transport,863.177212159, ,,
1991,ENERGY,Other Transportation,Pipeline Transport,1115.92795425, ,,
1992,ENERGY,Other Transportation,Pipeline Transport,1058.425308759, ,,
1993,ENERGY,Other Transportation,Pipeline Transport,1136.848608775, ,,
1994,ENERGY,Other Transportation,Pipeline Transport,1262.241628159, ,,
1995,ENERGY,Other Transportation,Pipeline Transport,1397.23765525, ,,
1996,ENERGY,Other Transportation,Pipeline Transport,1522.592325, ,,
1997,ENERGY,Other Transportation,Pipeline Transport,1458.422185, ,,
1998,ENERGY,Other Transportation,Pipeline Transport,1591.3646825, ,,
1999,ENERGY,Other Transportation,Pipeline Transport,1419.01595, ,,
2000,ENERGY,Other Transportation,Pipeline Transport,1668.8211875, ,,
2001,ENERGY,Other Transportation,Pipeline Transport,1880.774995, ,,
2002,ENERGY,Other Transportation,Pipeline Transport,1371.3013675, ,,
2003,ENERGY,Other Transportation,Pipeline Transport,1071.3069875, ,,
2004,ENERGY,Other Transportation,Pipeline Transport,1141.1909225, ,,
2005,ENERGY,Other Transportation,Pipeline Transport,997.94466, ,,
2006,ENERGY,Other Transportation,Pipeline Transport,781.01022, ,,
2007,ENERGY,Other Transportation,Pipeline Transport,941.34709, ,,
2008,ENERGY,Other Transportation,Pipeline Transport,902.57329, ,,
2009,ENERGY,Other Transportation,Pipeline Transport,875.60288, ,,
2010,ENERGY,Other Transportation,Pipeline Transport,843.4529975, ,,
2011,ENERGY,Other Transportation,Pipeline Transport,813.147855, ,,
2012,ENERGY,Other Transportation,Pipeline Transport,806.2699175, ,,
2013,ENERGY,Other Transportation,Pipeline Transport,1018.5951225, ,,
2014,ENERGY,Other Transportation,Pipeline Transport,1036.93395, ,,
2015,ENERGY,Other Transportation,Pipeline Transport,1297.1340475, ,,
2016,ENERGY,Other Transportation,Pipeline Transport,1444.8914325, ,,
2017,ENERGY,Other Transportation,Pipeline Transport,1453.1157025, ,,
1990,ENERGY,Fugitive Sources,,4114.50721886915, ,,
1991,ENERGY,Fugitive Sources,,4008.86782478465, ,,
1992,ENERGY,Fugitive Sources,,3964.85353135335, ,,
1993,ENERGY,Fugitive Sources,,3896.19940497758, ,,
1994,ENERGY,Fugitive Sources,,5128.28372635425, ,,
1995,ENERGY,Fugitive Sources,,5400.55673618174, ,,
1996,ENERGY,Fugitive Sources,,5906.81247465863, ,,
1997,ENERGY,Fugitive Sources,,6086.86026098958, ,,
1998,ENERGY,Fugitive Sources,,6005.44013429785, ,,
1999,ENERGY,Fugitive Sources,,5757.51016665033, ,,
2000,ENERGY,Fugitive Sources,,5730.85052967377, ,,
2001,ENERGY,Fugitive Sources,,5929.8723044949, ,,
2002,ENERGY,Fugitive Sources,,5410.38168750874, ,,
2003,ENERGY,Fugitive Sources,,5262.47003135606, ,,
2004,ENERGY,Fugitive Sources,,5152.34267823304, ,,
2005,ENERGY,Fugitive Sources,,5350.14107272154, ,,
2006,ENERGY,Fugitive Sources,,5074.10755380451, ,,
2007,ENERGY,Fugitive Sources,,5059.46250941363, ,,
2008,ENERGY,Fugitive Sources,,5475.04696551871, ,,
2009,ENERGY,Fugitive Sources,,4933.88502876359, ,,
2010,ENERGY,Fugitive Sources,,4874.76673196456, ,,
2011,ENERGY,Fugitive Sources,,5415.17725804147, ,,
2012,ENERGY,Fugitive Sources,,5128.90231652253, ,,
2013,ENERGY,Fugitive Sources,,5450.742011429, ,,
2014,ENERGY,Fugitive Sources,,5183.04240706837, ,,
2015,ENERGY,Fugitive Sources,,4923.9220712171, ,,
2016,ENERGY,Fugitive Sources,,4478.99404161455, ,,
2017,ENERGY,Fugitive Sources,,4443.02795710411, ,,
1990,ENERGY,Coal Mining,,836.010589431219, ,,
1991,ENERGY,Coal Mining,,834.455928522183, ,,
1992,ENERGY,Coal Mining,,576.298731232131, ,,
1993,ENERGY,Coal Mining,,752.007148977362, ,,
1994,ENERGY,Coal Mining,,944.827379726331, ,,
1995,ENERGY,Coal Mining,,913.897065771861, ,,
1996,ENERGY,Coal Mining,,968.33821546997, ,,
1997,ENERGY,Coal Mining,,997.853593618179, ,,
1998,ENERGY,Coal Mining,,874.191041374212, ,,
1999,ENERGY,Coal Mining,,810.800859532046, ,,
2000,ENERGY,Coal Mining,,812.414143268511, ,,
2001,ENERGY,Coal Mining,,880.618371133595, ,,
2002,ENERGY,Coal Mining,,809.256217264515, ,,
2003,ENERGY,Coal Mining,,748.405962122651, ,,
2004,ENERGY,Coal Mining,,864.901939785029, ,,
2005,ENERGY,Coal Mining,,953.475042090457, ,,
2006,ENERGY,Coal Mining,,790.49785653937, ,,
2007,ENERGY,Coal Mining,,882.687147961313, ,,
2008,ENERGY,Coal Mining,,849.596476600234, ,,
2009,ENERGY,Coal Mining,,754.560635791862, ,,
2010,ENERGY,Coal Mining,,924.300555812897, ,,
2011,ENERGY,Coal Mining,,927.910923236705, ,,
2012,ENERGY,Coal Mining,,1019.11588423583, ,,
2013,ENERGY,Coal Mining,,1095.00543244989, ,,
2014,ENERGY,Coal Mining,,1027.75059000975, ,,
2015,ENERGY,Coal Mining,,859.538888123472, ,,
2016,ENERGY,Coal Mining,,973.651287077, ,,
2017,ENERGY,Coal Mining,,891.2927628925, ,,
1990,ENERGY,Oil and Natural Gas,,3278.49662943794, ,,
1991,ENERGY,Oil and Natural Gas,,3174.41189626247, ,,
1992,ENERGY,Oil and Natural Gas,,3388.55480012122, ,,
1993,ENERGY,Oil and Natural Gas,,3144.19225600022, ,,
1994,ENERGY,Oil and Natural Gas,,4183.45634662792, ,,
1995,ENERGY,Oil and Natural Gas,,4486.65967040987, ,,
1996,ENERGY,Oil and Natural Gas,,4938.47425918866, ,,
1997,ENERGY,Oil and Natural Gas,,5089.0066673714, ,,
1998,ENERGY,Oil and Natural Gas,,5131.24909292364, ,,
1999,ENERGY,Oil and Natural Gas,,4946.70930711829, ,,
2000,ENERGY,Oil and Natural Gas,,4918.43638640526, ,,
2001,ENERGY,Oil and Natural Gas,,5049.25393336131, ,,
2002,ENERGY,Oil and Natural Gas,,4601.12547024423, ,,
2003,ENERGY,Oil and Natural Gas,,4514.06406923341, ,,
2004,ENERGY,Oil and Natural Gas,,4287.44073844801, ,,
2005,ENERGY,Oil and Natural Gas,,4396.66603063109, ,,
2006,ENERGY,Oil and Natural Gas,,4283.60969726514, ,,
2007,ENERGY,Oil and Natural Gas,,4176.77536145232, ,,
2008,ENERGY,Oil and Natural Gas,,4625.45048891847, ,,
2009,ENERGY,Oil and Natural Gas,,4179.32439297173, ,,
2010,ENERGY,Oil and Natural Gas,,3950.46617615166, ,,
2011,ENERGY,Oil and Natural Gas,,4487.26633480476, ,,
2012,ENERGY,Oil and Natural Gas,,4109.78643228669, ,,
2013,ENERGY,Oil and Natural Gas,,4355.7365789791, ,,
2014,ENERGY,Oil and Natural Gas,,4155.29181705863, ,,
2015,ENERGY,Oil and Natural Gas,,4064.38318309363, ,,
2016,ENERGY,Oil and Natural Gas,,3505.34275453755, ,,
2017,ENERGY,Oil and Natural Gas,,3551.73519421161, ,,
1990,ENERGY,Oil and Natural Gas,Oil,186.398766009178, ,,
1991,ENERGY,Oil and Natural Gas,Oil,186.453015967523, ,,
1992,ENERGY,Oil and Natural Gas,Oil,186.951224303588, ,,
1993,ENERGY,Oil and Natural Gas,Oil,184.077538293025, ,,
1994,ENERGY,Oil and Natural Gas,Oil,182.866447194179, ,,
1995,ENERGY,Oil and Natural Gas,Oil,181.771462065692, ,,
1996,ENERGY,Oil and Natural Gas,Oil,181.758086921332, ,,
1997,ENERGY,Oil and Natural Gas,Oil,182.286189771218, ,,
1998,ENERGY,Oil and Natural Gas,Oil,183.103349381976, ,,
1999,ENERGY,Oil and Natural Gas,Oil,181.280718911166, ,,
2000,ENERGY,Oil and Natural Gas,Oil,181.515223692254, ,,
2001,ENERGY,Oil and Natural Gas,Oil,169.281505130425, ,,
2002,ENERGY,Oil and Natural Gas,Oil,155.932708545087, ,,
2003,ENERGY,Oil and Natural Gas,Oil,129.789326505978, ,,
2004,ENERGY,Oil and Natural Gas,Oil,110.986303758972, ,,
2005,ENERGY,Oil and Natural Gas,Oil,84.3961285438728, ,,
2006,ENERGY,Oil and Natural Gas,Oil,77.9178421590173, ,,
2007,ENERGY,Oil and Natural Gas,Oil,69.0443094866715, ,,
2008,ENERGY,Oil and Natural Gas,Oil,57.1242952664735, ,,
2009,ENERGY,Oil and Natural Gas,Oil,52.814395311711, ,,
2010,ENERGY,Oil and Natural Gas,Oil,48.7465218763935, ,,
2011,ENERGY,Oil and Natural Gas,Oil,41.9539402974065, ,,
2012,ENERGY,Oil and Natural Gas,Oil,44.1603695859246, ,,
2013,ENERGY,Oil and Natural Gas,Oil,41.1973016890163, ,,
2014,ENERGY,Oil and Natural Gas,Oil,45.1057184117318, ,,
2015,ENERGY,Oil and Natural Gas,Oil,43.6783793580087, ,,
2016,ENERGY,Oil and Natural Gas,Oil,48.236607881116, ,,
2017,ENERGY,Oil and Natural Gas,Oil,44.905853363391, ,,
1990,ENERGY,Oil and Natural Gas,Natural Gas,869.311989328935, ,,
1991,ENERGY,Oil and Natural Gas,Natural Gas,996.094015138345, ,,
1992,ENERGY,Oil and Natural Gas,Natural Gas,1019.26756440842, ,,
1993,ENERGY,Oil and Natural Gas,Natural Gas,1053.6282944098, ,,
1994,ENERGY,Oil and Natural Gas,Natural Gas,1124.03396221701, ,,
1995,ENERGY,Oil and Natural Gas,Natural Gas,1164.52472100238, ,,
1996,ENERGY,Oil and Natural Gas,Natural Gas,1172.97256798677, ,,
1997,ENERGY,Oil and Natural Gas,Natural Gas,1282.02350426765, ,,
1998,ENERGY,Oil and Natural Gas,Natural Gas,1111.44346186895, ,,
1999,ENERGY,Oil and Natural Gas,Natural Gas,1131.28710754768, ,,
2000,ENERGY,Oil and Natural Gas,Natural Gas,1063.20953357743, ,,
2001,ENERGY,Oil and Natural Gas,Natural Gas,961.918881975029, ,,
2002,ENERGY,Oil and Natural Gas,Natural Gas,834.144423515123, ,,
2003,ENERGY,Oil and Natural Gas,Natural Gas,826.170293512808, ,,
2004,ENERGY,Oil and Natural Gas,Natural Gas,882.316303606769, ,,
2005,ENERGY,Oil and Natural Gas,Natural Gas,882.229315823016, ,,
2006,ENERGY,Oil and Natural Gas,Natural Gas,885.441097183494, ,,
2007,ENERGY,Oil and Natural Gas,Natural Gas,803.050840488952, ,,
2008,ENERGY,Oil and Natural Gas,Natural Gas,771.87887863794, ,,
2009,ENERGY,Oil and Natural Gas,Natural Gas,727.607303914212, ,,
2010,ENERGY,Oil and Natural Gas,Natural Gas,691.939582892729, ,,
2011,ENERGY,Oil and Natural Gas,Natural Gas,667.689031786023, ,,
2012,ENERGY,Oil and Natural Gas,Natural Gas,664.777573421259, ,,
2013,ENERGY,Oil and Natural Gas,Natural Gas,811.791586584768, ,,
2014,ENERGY,Oil and Natural Gas,Natural Gas,759.382202801115, ,,
2015,ENERGY,Oil and Natural Gas,Natural Gas,765.168081162925, ,,
2016,ENERGY,Oil and Natural Gas,Natural Gas,765.023369655298, ,,
2017,ENERGY,Oil and Natural Gas,Natural Gas,778.489724846183, ,,
1990,ENERGY,Oil and Natural Gas,Venting,1877.95624307802, ,,
1991,ENERGY,Oil and Natural Gas,Venting,1835.50827322913, ,,
1992,ENERGY,Oil and Natural Gas,Venting,1956.51843408385, ,,
1993,ENERGY,Oil and Natural Gas,Venting,1646.61214835624, ,,
1994,ENERGY,Oil and Natural Gas,Venting,2314.49138286383, ,,
1995,ENERGY,Oil and Natural Gas,Venting,2487.70537079181, ,,
1996,ENERGY,Oil and Natural Gas,Venting,2780.75650182206, ,,
1997,ENERGY,Oil and Natural Gas,Venting,2793.85614864412, ,,
1998,ENERGY,Oil and Natural Gas,Venting,3067.45990757686, ,,
1999,ENERGY,Oil and Natural Gas,Venting,3009.53607711233, ,,
2000,ENERGY,Oil and Natural Gas,Venting,3017.09503262729, ,,
2001,ENERGY,Oil and Natural Gas,Venting,3276.67388244201, ,,
2002,ENERGY,Oil and Natural Gas,Venting,3168.73229867484, ,,
2003,ENERGY,Oil and Natural Gas,Venting,2890.30056831451, ,,
2004,ENERGY,Oil and Natural Gas,Venting,2597.51455102495, ,,
2005,ENERGY,Oil and Natural Gas,Venting,2738.95604588184, ,,
2006,ENERGY,Oil and Natural Gas,Venting,2634.79073082632, ,,
2007,ENERGY,Oil and Natural Gas,Venting,2769.04148642868, ,,
2008,ENERGY,Oil and Natural Gas,Venting,3209.86927080913, ,,
2009,ENERGY,Oil and Natural Gas,Venting,2854.04542305756, ,,
2010,ENERGY,Oil and Natural Gas,Venting,2704.78505225707, ,,
2011,ENERGY,Oil and Natural Gas,Venting,3215.19578580878, ,,
2012,ENERGY,Oil and Natural Gas,Venting,2901.34966254471, ,,
2013,ENERGY,Oil and Natural Gas,Venting,2836.84969532667, ,,
2014,ENERGY,Oil and Natural Gas,Venting,2626.77100062766, ,,
2015,ENERGY,Oil and Natural Gas,Venting,2555.50947630476, ,,
2016,ENERGY,Oil and Natural Gas,Venting,2121.91685306408, ,,
2017,ENERGY,Oil and Natural Gas,Venting,1994.81529948037, ,,
1990,ENERGY,Oil and Natural Gas,Flaring,344.829631021801, ,,
1991,ENERGY,Oil and Natural Gas,Flaring,156.356591927467, ,,
1992,ENERGY,Oil and Natural Gas,Flaring,225.817577325359, ,,
1993,ENERGY,Oil and Natural Gas,Flaring,259.874274941153, ,,
1994,ENERGY,Oil and Natural Gas,Flaring,562.064554352899, ,,
1995,ENERGY,Oil and Natural Gas,Flaring,652.658116549988, ,,
1996,ENERGY,Oil and Natural Gas,Flaring,802.987102458497, ,,
1997,ENERGY,Oil and Natural Gas,Flaring,830.840824688403, ,,
1998,ENERGY,Oil and Natural Gas,Flaring,769.242374095847, ,,
1999,ENERGY,Oil and Natural Gas,Flaring,624.605403547114, ,,
2000,ENERGY,Oil and Natural Gas,Flaring,656.616596508283, ,,
2001,ENERGY,Oil and Natural Gas,Flaring,641.379663813842, ,,
2002,ENERGY,Oil and Natural Gas,Flaring,442.316039509177, ,,
2003,ENERGY,Oil and Natural Gas,Flaring,667.80388090012, ,,
2004,ENERGY,Oil and Natural Gas,Flaring,696.623580057319, ,,
2005,ENERGY,Oil and Natural Gas,Flaring,691.084540382358, ,,
2006,ENERGY,Oil and Natural Gas,Flaring,685.46002709631, ,,
2007,ENERGY,Oil and Natural Gas,Flaring,535.638725048017, ,,
2008,ENERGY,Oil and Natural Gas,Flaring,586.578044204925, ,,
2009,ENERGY,Oil and Natural Gas,Flaring,544.857270688251, ,,
2010,ENERGY,Oil and Natural Gas,Flaring,504.995019125472, ,,
2011,ENERGY,Oil and Natural Gas,Flaring,562.427576912552, ,,
2012,ENERGY,Oil and Natural Gas,Flaring,499.498826734803, ,,
2013,ENERGY,Oil and Natural Gas,Flaring,665.897995378644, ,,
2014,ENERGY,Oil and Natural Gas,Flaring,724.032895218121, ,,
2015,ENERGY,Oil and Natural Gas,Flaring,700.027246267939, ,,
2016,ENERGY,Oil and Natural Gas,Flaring,570.165923937062, ,,
2017,ENERGY,Oil and Natural Gas,Flaring,733.524316521666, ,,
1990,ENERGY,CO2 Transport and Storage,, -, ,,
1991,ENERGY,CO2 Transport and Storage,, -, ,,
1992,ENERGY,CO2 Transport and Storage,, -, ,,
1993,ENERGY,CO2 Transport and Storage,, -, ,,
1994,ENERGY,CO2 Transport and Storage,, -, ,,
1995,ENERGY,CO2 Transport and Storage,, -, ,,
1996,ENERGY,CO2 Transport and Storage,, -, ,,
1997,ENERGY,CO2 Transport and Storage,, -, ,,
1998,ENERGY,CO2 Transport and Storage,, -, ,,
1999,ENERGY,CO2 Transport and Storage,, -, ,,
2000,ENERGY,CO2 Transport and Storage,, -, ,,
2001,ENERGY,CO2 Transport and Storage,, -, ,,
2002,ENERGY,CO2 Transport and Storage,, -, ,,
2003,ENERGY,CO2 Transport and Storage,, -, ,,
2004,ENERGY,CO2 Transport and Storage,, -, ,,
2005,ENERGY,CO2 Transport and Storage,, -, ,,
2006,ENERGY,CO2 Transport and Storage,, -, ,,
2007,ENERGY,CO2 Transport and Storage,, -, ,,
2008,ENERGY,CO2 Transport and Storage,, -, ,,
2009,ENERGY,CO2 Transport and Storage,, -, ,,
2010,ENERGY,CO2 Transport and Storage,, -, ,,
2011,ENERGY,CO2 Transport and Storage,, -, ,,
2012,ENERGY,CO2 Transport and Storage,, -, ,,
2013,ENERGY,CO2 Transport and Storage,, -, ,,
2014,ENERGY,CO2 Transport and Storage,, -, ,,
2015,ENERGY,CO2 Transport and Storage,, -, ,,
2016,ENERGY,CO2 Transport and Storage,, -, ,,
2017,ENERGY,CO2 Transport and Storage,, -, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3306.4799844577, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3319.67736234815, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3386.85069670492, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3440.71171480925, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3676.91238438049, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3809.45114429707, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3912.1422153165, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4347.73252362655, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4530.28357336178, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4561.79277501092, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4662.28222545091, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4027.4041906773, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4200.05863756671, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4537.45223410235, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,,,5027.21825124479, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4608.70945203001, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3970.2249189839, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4301.93342078634, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4317.59041985825, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4146.3077586019, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4043.83454670019, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3875.03449429424, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3938.15354411212, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3877.55268100497, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3775.97869155683, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,,,3634.60650971242, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4140.18600118144, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,,,4059.61069910547, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,870.653471135751, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,770.235302704363, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,839.072305214905, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,873.823698179445, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,980.601201961165, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1050.89394436811, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1014.48156785213, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1176.94159204888, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1163.99351582672, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1379.76146689849, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1401.38047592275, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1327.80139139455, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1381.40448985795, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1358.23754789798, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1489.48476502721, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1495.96084638174, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1444.11316835216, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1466.95599167027, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1326.9440854231, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1075.34916273051, ,,
